SECURITY_CODE,SECUCODE,SECURITY_NAME_ABBR,TRADE_DATE,CHANGE_RATE,TRADE_MARKET_CODE,SECURITY_TYPE_CODE,EXPLAIN
600977,600977.SH,中国电影,2026-02-11 00:00:00,-9.5468,069001001001,058001001,普通席位卖出，成功率28.99%
601112,601112.SH,振石股份,2026-02-11 00:00:00,5.9096,069001001001,058001001,买一主买，成功率48.74%
601595,601595.SH,上海电影,2026-02-11 00:00:00,-9.3348,069001001001,058001001,1家机构卖出，成功率43.80%
601599,601599.SH,浙文影业,2026-02-11 00:00:00,-9.9291,069001001001,058001001,卖一主卖，成功率33.36%
603103,603103.SH,横店影视,2026-02-11 00:00:00,-9.9975,069001001001,058001001,1家机构卖出，成功率31.32%
603150,603150.SH,万朗磁塑,2026-02-11 00:00:00,6.8339,069001001001,058001001,普通席位买入，成功率63.14%
603172,603172.SH,万丰股份,2026-02-11 00:00:00,-0.0776,069001001001,058001001,2家机构卖出，成功率47.59%
603256,603256.SH,宏和科技,2026-02-11 00:00:00,10.0083,069001001001,058001001,1家机构买入，成功率44.87%
603466,603466.SH,风语筑,2026-02-11 00:00:00,2.9197,069001001001,058001001,买一主买，成功率39.91%
603466,603466.SH,风语筑,2026-02-11 00:00:00,2.9197,069001001001,058001001,西藏自治区资金买入，成功率40.62%
603533,603533.SH,掌阅科技,2026-02-11 00:00:00,10.0142,069001001001,058001001,普通席位买入，成功率36.67%
603533,603533.SH,掌阅科技,2026-02-11 00:00:00,10.0142,069001001001,058001001,普通席位买入，成功率76.67%
603598,603598.SH,引力传媒,2026-02-11 00:00:00,-6.4217,069001001001,058001001,普通席位卖出，成功率39.99%
603608,603608.SH,天创时尚,2026-02-11 00:00:00,10.0478,069001001001,058001001,买一主买，成功率43.99%
603729,603729.SH,龙韵股份,2026-02-11 00:00:00,10,069001001001,058001001,买一主买，成功率50.42%
603888,603888.SH,新华网,2026-02-11 00:00:00,-9.7686,069001001001,058001001,普通席位卖出，成功率42.61%
603968,603968.SH,醋化股份,2026-02-11 00:00:00,10.0351,069001001001,058001001,普通席位买入，成功率51.59%
603968,603968.SH,醋化股份,2026-02-11 00:00:00,10.0351,069001001001,058001001,普通席位买入，成功率53.39%
603980,603980.SH,吉华集团,2026-02-11 00:00:00,9.9622,069001001001,058001001,普通席位买入，成功率42.61%
605287,605287.SH,德才股份,2026-02-11 00:00:00,10.0054,069001001001,058001001,1家机构买入，成功率47.44%
688035,688035.SH,德邦科技,2026-02-11 00:00:00,19.9922,069001001006,058001001,1家机构买入，成功率40.76%
920021,920021.BJ,流金科技,2026-02-11 00:00:00,-5.6615,069001017,058001001,1家机构卖出
920088,920088.BJ,科力股份,2026-02-11 00:00:00,0.3267,069001017,058001001,1家机构买入，成功率5.17%
920180,920180.BJ,爱得科技,2026-02-11 00:00:00,-5.7466,069001017,058001001,主力做T，成功率41.54%
